antlr/antlr,antlr/antlr/2.7.7
org.eclipse.jetty.http2/http2-client,org.eclipse.jetty.http2/http2-client/9.4.9.v20180320
org.eclipse.jetty.http2/http2-common,org.eclipse.jetty.http2/http2-common/9.4.9.v20180320
org.eclipse.jetty.http2/http2-hpack,org.eclipse.jetty.http2/http2-hpack/9.4.9.v20180320
org.eclipse.jetty.http2/http2-http-client-transport,org.eclipse.jetty.http2/http2-http-client-transport/9.4.9.v20180320
org.eclipse.jetty.http2/http2-server,org.eclipse.jetty.http2/http2-server/9.4.9.v20180320
org.eclipse.jetty.memcached/jetty-memcached-sessions,org.eclipse.jetty.memcached/jetty-memcached-sessions/9.4.9.v20180320
org.eclipse.jetty.orbit/javax.servlet.jsp,org.eclipse.jetty.orbit/javax.servlet.jsp/2.2.0.v201112011158
org.eclipse.jetty.osgi/jetty-osgi-boot,org.eclipse.jetty.osgi/jetty-osgi-boot/9.4.9.v20180320
org.eclipse.jetty.osgi/jetty-osgi-boot-jsp,org.eclipse.jetty.osgi/jetty-osgi-boot-jsp/9.4.9.v20180320
org.eclipse.jetty.osgi/jetty-osgi-boot-warurl,org.eclipse.jetty.osgi/jetty-osgi-boot-warurl/9.4.9.v20180320
org.eclipse.jetty.osgi/jetty-httpservice,org.eclipse.jetty.osgi/jetty-httpservice/9.4.9.v20180320
org.eclipse.jetty.websocket/javax-websocket-client-impl,org.eclipse.jetty.websocket/javax-websocket-client-impl/9.4.9.v20180320
org.eclipse.jetty.websocket/javax-websocket-server-impl,org.eclipse.jetty.websocket/javax-websocket-server-impl/9.4.9.v20180320
org.eclipse.jetty.websocket/websocket-api,org.eclipse.jetty.websocket/websocket-api/9.4.9.v20180320
org.eclipse.jetty.websocket/websocket-client,org.eclipse.jetty.websocket/websocket-client/9.4.9.v20180320
org.eclipse.jetty.websocket/websocket-common,org.eclipse.jetty.websocket/websocket-common/9.4.9.v20180320
org.eclipse.jetty.websocket/websocket-server,org.eclipse.jetty.websocket/websocket-server/9.4.9.v20180320
org.eclipse.jetty.websocket/websocket-servlet,org.eclipse.jetty.websocket/websocket-servlet/9.4.9.v20180320
org.ehcache/ehcache,org.ehcache/ehcache/3.2.3
org.ehcache/ehcache-clustered,org.ehcache/ehcache-clustered/3.2.3
org.ehcache/ehcache-transactions,org.ehcache/ehcache-transactions/3.2.3
org.elasticsearch/elasticsearch,org.elasticsearch/elasticsearch/2.4.6
org.firebirdsql.jdbc/jaybird-jdk16,org.firebirdsql.jdbc/jaybird-jdk16/2.2.14
org.firebirdsql.jdbc/jaybird-jdk17,org.firebirdsql.jdbc/jaybird-jdk17/2.2.14
org.firebirdsql.jdbc/jaybird-jdk18,org.firebirdsql.jdbc/jaybird-jdk18/2.2.14
org.flywaydb/flyway-core,org.flywaydb/flyway-core/3.2.1
org.freemarker/freemarker,org.freemarker/freemarker/2.3.28
org.glassfish/javax.el,org.glassfish/javax.el/3.0.0
org.glassfish.jersey.bundles.repackaged/jersey-guava,org.glassfish.jersey.bundles.repackaged/jersey-guava/2.25.1
org.glassfish.jersey.containers/jersey-container-servlet,org.glassfish.jersey.containers/jersey-container-servlet/2.25.1
org.glassfish.jersey.containers/jersey-container-servlet-core,org.glassfish.jersey.containers/jersey-container-servlet-core/2.25.1
org.glassfish.jersey.core/jersey-client,org.glassfish.jersey.core/jersey-client/2.25.1
org.glassfish.jersey.core/jersey-common,org.glassfish.jersey.core/jersey-common/2.25.1
org.glassfish.jersey.core/jersey-server,org.glassfish.jersey.core/jersey-server/2.25.1
org.glassfish.jersey.ext/jersey-bean-validation,org.glassfish.jersey.ext/jersey-bean-validation/2.25.1
org.glassfish.jersey.ext/jersey-entity-filtering,org.glassfish.jersey.ext/jersey-entity-filtering/2.25.1
org.glassfish.jersey.ext/jersey-spring3,org.glassfish.jersey.ext/jersey-spring3/2.25.1
org.glassfish.jersey.media/jersey-media-jaxb,org.glassfish.jersey.media/jersey-media-jaxb/2.25.1
org.glassfish.jersey.media/jersey-media-json-jackson,org.glassfish.jersey.media/jersey-media-json-jackson/2.25.1
org.glassfish.jersey.media/jersey-media-multipart,org.glassfish.jersey.media/jersey-media-multipart/2.25.1
org.hamcrest/hamcrest-core,org.hamcrest/hamcrest-core/1.3
org.hamcrest/hamcrest-library,org.hamcrest/hamcrest-library/1.3
org.hibernate/hibernate-core,org.hibernate/hibernate-core/5.0.12.Final
org.hibernate/hibernate-ehcache,org.hibernate/hibernate-ehcache/5.0.12.Final
org.hibernate/hibernate-entitymanager,org.hibernate/hibernate-entitymanager/5.0.12.Final
org.hibernate/hibernate-envers,org.hibernate/hibernate-envers/5.0.12.Final
org.hibernate/hibernate-java8,org.hibernate/hibernate-java8/5.0.12.Final
org.hibernate/hibernate-jpamodelgen,org.hibernate/hibernate-jpamodelgen/5.0.12.Final
org.hibernate/hibernate-validator,org.hibernate/hibernate-validator/5.3.6.Final
org.hibernate/hibernate-validator-annotation-processor,org.hibernate/hibernate-validator-annotation-processor/5.3.6.Final
org.hsqldb/hsqldb,org.hsqldb/hsqldb/2.3.5
org.infinispan/infinispan-cachestore-jdbc,org.infinispan/infinispan-cachestore-jdbc/8.2.10.Final
org.infinispan/infinispan-cachestore-jpa,org.infinispan/infinispan-cachestore-jpa/8.2.10.Final
org.infinispan/infinispan-cachestore-leveldb,org.infinispan/infinispan-cachestore-leveldb/8.2.10.Final
org.infinispan/infinispan-cachestore-remote,org.infinispan/infinispan-cachestore-remote/8.2.10.Final
org.infinispan/infinispan-cachestore-rest,org.infinispan/infinispan-cachestore-rest/8.2.10.Final
org.infinispan/infinispan-cdi-common,org.infinispan/infinispan-cdi-common/8.2.10.Final
org.infinispan/infinispan-cdi-embedded,org.infinispan/infinispan-cdi-embedded/8.2.10.Final
org.infinispan/infinispan-cdi-remote,org.infinispan/infinispan-cdi-remote/8.2.10.Final
org.infinispan/infinispan-cli,org.infinispan/infinispan-cli/8.2.10.Final
org.infinispan/infinispan-client-hotrod,org.infinispan/infinispan-client-hotrod/8.2.10.Final
org.infinispan/infinispan-commons,org.infinispan/infinispan-commons/8.2.10.Final
org.infinispan/infinispan-core,org.infinispan/infinispan-core/8.2.10.Final
org.infinispan/infinispan-directory-provider,org.infinispan/infinispan-directory-provider/8.2.10.Final
org.infinispan/infinispan-embedded,org.infinispan/infinispan-embedded/8.2.10.Final
org.infinispan/infinispan-embedded-query,org.infinispan/infinispan-embedded-query/8.2.10.Final
org.infinispan/infinispan-jcache,org.infinispan/infinispan-jcache/8.2.10.Final
org.infinispan/infinispan-jcache-commons,org.infinispan/infinispan-jcache-commons/8.2.10.Final
org.infinispan/infinispan-jcache-remote,org.infinispan/infinispan-jcache-remote/8.2.10.Final
org.infinispan/infinispan-lucene-directory,org.infinispan/infinispan-lucene-directory/8.2.10.Final
org.infinispan/infinispan-objectfilter,org.infinispan/infinispan-objectfilter/8.2.10.Final
org.infinispan/infinispan-osgi,org.infinispan/infinispan-osgi/8.2.10.Final
org.infinispan/infinispan-persistence-cli,org.infinispan/infinispan-persistence-cli/8.2.10.Final
org.infinispan/infinispan-persistence-soft-index,org.infinispan/infinispan-persistence-soft-index/8.2.10.Final
org.infinispan/infinispan-query,org.infinispan/infinispan-query/8.2.10.Final
org.infinispan/infinispan-query-dsl,org.infinispan/infinispan-query-dsl/8.2.10.Final
org.infinispan/infinispan-remote,org.infinispan/infinispan-remote/8.2.10.Final
org.infinispan/infinispan-remote-query-client,org.infinispan/infinispan-remote-query-client/8.2.10.Final
org.infinispan/infinispan-remote-query-server,org.infinispan/infinispan-remote-query-server/8.2.10.Final
org.infinispan/infinispan-scripting,org.infinispan/infinispan-scripting/8.2.10.Final
org.infinispan/infinispan-server-core,org.infinispan/infinispan-server-core/8.2.10.Final
org.infinispan/infinispan-server-hotrod,org.infinispan/infinispan-server-hotrod/8.2.10.Final
org.infinispan/infinispan-server-memcached,org.infinispan/infinispan-server-memcached/8.2.10.Final
org.infinispan/infinispan-server-websocket,org.infinispan/infinispan-server-websocket/8.2.10.Final
org.infinispan/infinispan-spring,org.infinispan/infinispan-spring/8.2.10.Final
org.infinispan/infinispan-spring4-common,org.infinispan/infinispan-spring4-common/8.2.10.Final
org.infinispan/infinispan-spring4-embedded,org.infinispan/infinispan-spring4-embedded/8.2.10.Final
org.infinispan/infinispan-spring4-remote,org.infinispan/infinispan-spring4-remote/8.2.10.Final
org.infinispan/infinispan-tasks,org.infinispan/infinispan-tasks/8.2.10.Final
org.infinispan/infinispan-tasks-api,org.infinispan/infinispan-tasks-api/8.2.10.Final
org.infinispan/infinispan-tools,org.infinispan/infinispan-tools/8.2.10.Final
org.infinispan/infinispan-tree,org.infinispan/infinispan-tree/8.2.10.Final
org.javassist/javassist,org.javassist/javassist/3.21.0-GA
org.jboss/jboss-transaction-spi,org.jboss/jboss-transaction-spi/7.6.0.Final
org.jboss.logging/jboss-logging,org.jboss.logging/jboss-logging/3.3.2.Final
org.jboss.narayana.jta/jdbc,org.jboss.narayana.jta/jdbc/5.5.31.Final
org.jboss.narayana.jta/jms,org.jboss.narayana.jta/jms/5.5.31.Final
org.jboss.narayana.jta/jta,org.jboss.narayana.jta/jta/5.5.31.Final
org.jboss.narayana.jts/narayana-jts-integration,org.jboss.narayana.jts/narayana-jts-integration/5.5.31.Final
org.jdom/jdom2,org.jdom/jdom2/2.0.6
org.jolokia/jolokia-core,org.jolokia/jolokia-core/1.3.7
org.jooq/jooq,org.jooq/jooq/3.9.6
org.jooq/jooq-meta,org.jooq/jooq-meta/3.9.6
org.jooq/jooq-codegen,org.jooq/jooq-codegen/3.9.6
org.json/json,org.json/json/20140107
org.liquibase/liquibase-core,org.liquibase/liquibase-core/3.5.5
org.mariadb.jdbc/mariadb-java-client,org.mariadb.jdbc/mariadb-java-client/1.5.9
org.mockito/mockito-core,org.mockito/mockito-core/1.10.19
org.mongodb/mongodb-driver,org.mongodb/mongodb-driver/3.4.3
org.mongodb/mongo-java-driver,org.mongodb/mongo-java-driver/3.4.3
org.mortbay.jasper/apache-el,org.mortbay.jasper/apache-el/8.0.33
org.neo4j/neo4j-ogm-api,org.neo4j/neo4j-ogm-api/2.1.6
org.neo4j/neo4j-ogm-compiler,org.neo4j/neo4j-ogm-compiler/2.1.6
org.neo4j/neo4j-ogm-core,org.neo4j/neo4j-ogm-core/2.1.6
org.neo4j/neo4j-ogm-http-driver,org.neo4j/neo4j-ogm-http-driver/2.1.6
org.postgresql/postgresql,org.postgresql/postgresql/9.4.1212.jre7
org.projectlombok/lombok,org.projectlombok/lombok/1.16.20
org.seleniumhq.selenium/htmlunit-driver,org.seleniumhq.selenium/htmlunit-driver/2.21
org.seleniumhq.selenium/selenium-api,org.seleniumhq.selenium/selenium-api/2.53.1
org.seleniumhq.selenium/selenium-chrome-driver,org.seleniumhq.selenium/selenium-chrome-driver/2.53.1
org.seleniumhq.selenium/selenium-edge-driver,org.seleniumhq.selenium/selenium-edge-driver/2.53.1
org.seleniumhq.selenium/selenium-firefox-driver,org.seleniumhq.selenium/selenium-firefox-driver/2.53.1
org.seleniumhq.selenium/selenium-ie-driver,org.seleniumhq.selenium/selenium-ie-driver/2.53.1
org.seleniumhq.selenium/selenium-java,org.seleniumhq.selenium/selenium-java/2.53.1
org.seleniumhq.selenium/selenium-remote-driver,org.seleniumhq.selenium/selenium-remote-driver/2.53.1
org.seleniumhq.selenium/selenium-safari-driver,org.seleniumhq.selenium/selenium-safari-driver/2.53.1
org.seleniumhq.selenium/selenium-support,org.seleniumhq.selenium/selenium-support/2.53.1
org.skyscreamer/jsonassert,org.skyscreamer/jsonassert/1.4.0
org.slf4j/jcl-over-slf4j,org.slf4j/jcl-over-slf4j/1.7.25
org.slf4j/jul-to-slf4j,org.slf4j/jul-to-slf4j/1.7.25
org.slf4j/log4j-over-slf4j,org.slf4j/log4j-over-slf4j/1.7.25
org.slf4j/slf4j-api,org.slf4j/slf4j-api/1.7.25
org.slf4j/slf4j-ext,org.slf4j/slf4j-ext/1.7.25
org.slf4j/slf4j-jcl,org.slf4j/slf4j-jcl/1.7.25
org.slf4j/slf4j-jdk14,org.slf4j/slf4j-jdk14/1.7.25
org.slf4j/slf4j-log4j12,org.slf4j/slf4j-log4j12/1.7.25
org.slf4j/slf4j-nop,org.slf4j/slf4j-nop/1.7.25
org.slf4j/slf4j-simple,org.slf4j/slf4j-simple/1.7.25
org.spockframework/spock-core,org.spockframework/spock-core/1.0-groovy-2.4
org.spockframework/spock-spring,org.spockframework/spock-spring/1.0-groovy-2.4
org.springframework/spring-core,org.springframework/spring-core/4.3.16.RELEASE
org.springframework/spring-framework-bom,org.springframework/spring-framework-bom/4.3.16.RELEASE
org.springframework/springloaded,org.springframework/springloaded/1.2.8.RELEASE
org.springframework.amqp/spring-amqp,org.springframework.amqp/spring-amqp/1.7.7.RELEASE
org.springframework.amqp/spring-rabbit,org.springframework.amqp/spring-rabbit/1.7.7.RELEASE
org.springframework.amqp/spring-rabbit-junit,org.springframework.amqp/spring-rabbit-junit/1.7.7.RELEASE
org.springframework.amqp/spring-rabbit-test,org.springframework.amqp/spring-rabbit-test/1.7.7.RELEASE
org.springframework.batch/spring-batch-core,org.springframework.batch/spring-batch-core/3.0.9.RELEASE
org.springframework.batch/spring-batch-infrastructure,org.springframework.batch/spring-batch-infrastructure/3.0.9.RELEASE
org.springframework.batch/spring-batch-integration,org.springframework.batch/spring-batch-integration/3.0.9.RELEASE
org.springframework.batch/spring-batch-test,org.springframework.batch/spring-batch-test/3.0.9.RELEASE
org.springframework.boot/spring-boot,org.springframework.boot/spring-boot/1.5.12.RELEASE
org.springframework.boot/spring-boot-test,org.springframework.boot/spring-boot-test/1.5.12.RELEASE
org.springframework.boot/spring-boot-test-autoconfigure,org.springframework.boot/spring-boot-test-autoconfigure/1.5.12.RELEASE
org.springframework.boot/spring-boot-actuator,org.springframework.boot/spring-boot-actuator/1.5.12.RELEASE
org.springframework.boot/spring-boot-actuator-docs,org.springframework.boot/spring-boot-actuator-docs/1.5.12.RELEASE
org.springframework.boot/spring-boot-autoconfigure,org.springframework.boot/spring-boot-autoconfigure/1.5.12.RELEASE
org.springframework.boot/spring-boot-autoconfigure-processor,org.springframework.boot/spring-boot-autoconfigure-processor/1.5.12.RELEASE
org.springframework.boot/spring-boot-configuration-metadata,org.springframework.boot/spring-boot-configuration-metadata/1.5.12.RELEASE
org.springframework.boot/spring-boot-configuration-processor,org.springframework.boot/spring-boot-configuration-processor/1.5.12.RELEASE
org.springframework.boot/spring-boot-devtools,org.springframework.boot/spring-boot-devtools/1.5.12.RELEASE
org.springframework.boot/spring-boot-loader,org.springframework.boot/spring-boot-loader/1.5.12.RELEASE
org.springframework.boot/spring-boot-loader-tools,org.springframework.boot/spring-boot-loader-tools/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter,org.springframework.boot/spring-boot-starter/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-activemq,org.springframework.boot/spring-boot-starter-activemq/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-actuator,org.springframework.boot/spring-boot-starter-actuator/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-amqp,org.springframework.boot/spring-boot-starter-amqp/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-aop,org.springframework.boot/spring-boot-starter-aop/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-artemis,org.springframework.boot/spring-boot-starter-artemis/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-batch,org.springframework.boot/spring-boot-starter-batch/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-cache,org.springframework.boot/spring-boot-starter-cache/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-cloud-connectors,org.springframework.boot/spring-boot-starter-cloud-connectors/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-cassandra,org.springframework.boot/spring-boot-starter-data-cassandra/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-couchbase,org.springframework.boot/spring-boot-starter-data-couchbase/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-elasticsearch,org.springframework.boot/spring-boot-starter-data-elasticsearch/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-gemfire,org.springframework.boot/spring-boot-starter-data-gemfire/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-jpa,org.springframework.boot/spring-boot-starter-data-jpa/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-ldap,org.springframework.boot/spring-boot-starter-data-ldap/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-mongodb,org.springframework.boot/spring-boot-starter-data-mongodb/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-redis,org.springframework.boot/spring-boot-starter-data-redis/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-neo4j,org.springframework.boot/spring-boot-starter-data-neo4j/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-rest,org.springframework.boot/spring-boot-starter-data-rest/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-data-solr,org.springframework.boot/spring-boot-starter-data-solr/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-freemarker,org.springframework.boot/spring-boot-starter-freemarker/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-groovy-templates,org.springframework.boot/spring-boot-starter-groovy-templates/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-hateoas,org.springframework.boot/spring-boot-starter-hateoas/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-integration,org.springframework.boot/spring-boot-starter-integration/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jdbc,org.springframework.boot/spring-boot-starter-jdbc/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jersey,org.springframework.boot/spring-boot-starter-jersey/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jetty,org.springframework.boot/spring-boot-starter-jetty/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jooq,org.springframework.boot/spring-boot-starter-jooq/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jta-atomikos,org.springframework.boot/spring-boot-starter-jta-atomikos/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jta-bitronix,org.springframework.boot/spring-boot-starter-jta-bitronix/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-undertow,org.springframework.boot/spring-boot-starter-undertow/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-log4j2,org.springframework.boot/spring-boot-starter-log4j2/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-logging,org.springframework.boot/spring-boot-starter-logging/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-mail,org.springframework.boot/spring-boot-starter-mail/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-mobile,org.springframework.boot/spring-boot-starter-mobile/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-mustache,org.springframework.boot/spring-boot-starter-mustache/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-jta-narayana,org.springframework.boot/spring-boot-starter-jta-narayana/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-remote-shell,org.springframework.boot/spring-boot-starter-remote-shell/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-security,org.springframework.boot/spring-boot-starter-security/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-social-facebook,org.springframework.boot/spring-boot-starter-social-facebook/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-social-linkedin,org.springframework.boot/spring-boot-starter-social-linkedin/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-social-twitter,org.springframework.boot/spring-boot-starter-social-twitter/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-test,org.springframework.boot/spring-boot-starter-test/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-thymeleaf,org.springframework.boot/spring-boot-starter-thymeleaf/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-tomcat,org.springframework.boot/spring-boot-starter-tomcat/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-validation,org.springframework.boot/spring-boot-starter-validation/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-web,org.springframework.boot/spring-boot-starter-web/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-websocket,org.springframework.boot/spring-boot-starter-websocket/1.5.12.RELEASE
org.springframework.boot/spring-boot-starter-web-services,org.springframework.boot/spring-boot-starter-web-services/1.5.12.RELEASE
org.springframework.cloud/spring-cloud-cloudfoundry-connector,org.springframework.cloud/spring-cloud-cloudfoundry-connector/1.2.5.RELEASE
org.springframework.cloud/spring-cloud-core,org.springframework.cloud/spring-cloud-core/1.2.5.RELEASE
org.springframework.cloud/spring-cloud-heroku-connector,org.springframework.cloud/spring-cloud-heroku-connector/1.2.5.RELEASE
org.springframework.cloud/spring-cloud-localconfig-connector,org.springframework.cloud/spring-cloud-localconfig-connector/1.2.5.RELEASE
org.springframework.cloud/spring-cloud-spring-service-connector,org.springframework.cloud/spring-cloud-spring-service-connector/1.2.5.RELEASE
org.springframework.data/spring-data-releasetrain,org.springframework.data/spring-data-releasetrain/Ingalls-SR11
org.springframework.hateoas/spring-hateoas,org.springframework.hateoas/spring-hateoas/0.23.0.RELEASE
org.springframework.integration/spring-integration-bom,org.springframework.integration/spring-integration-bom/4.3.15.RELEASE
org.springframework.integration/spring-integration-http,org.springframework.integration/spring-integration-http/4.3.15.RELEASE
org.springframework.integration/spring-integration-java-dsl,org.springframework.integration/spring-integration-java-dsl/1.2.3.RELEASE
org.springframework.kafka/spring-kafka,org.springframework.kafka/spring-kafka/1.1.8.RELEASE
org.springframework.kafka/spring-kafka-test,org.springframework.kafka/spring-kafka-test/1.1.8.RELEASE
org.springframework.ldap/spring-ldap-core,org.springframework.ldap/spring-ldap-core/2.3.2.RELEASE
org.springframework.ldap/spring-ldap-core-tiger,org.springframework.ldap/spring-ldap-core-tiger/2.3.2.RELEASE
org.springframework.ldap/spring-ldap-ldif-batch,org.springframework.ldap/spring-ldap-ldif-batch/2.3.2.RELEASE
org.springframework.ldap/spring-ldap-ldif-core,org.springframework.ldap/spring-ldap-ldif-core/2.3.2.RELEASE
org.springframework.ldap/spring-ldap-odm,org.springframework.ldap/spring-ldap-odm/2.3.2.RELEASE
org.springframework.ldap/spring-ldap-test,org.springframework.ldap/spring-ldap-test/2.3.2.RELEASE
org.springframework.mobile/spring-mobile-device,org.springframework.mobile/spring-mobile-device/1.1.5.RELEASE
org.springframework.plugin/spring-plugin-core,org.springframework.plugin/spring-plugin-core/1.2.0.RELEASE
org.springframework.plugin/spring-plugin-metadata,org.springframework.plugin/spring-plugin-metadata/1.2.0.RELEASE
org.springframework.restdocs/spring-restdocs-core,org.springframework.restdocs/spring-restdocs-core/1.1.3.RELEASE
org.springframework.restdocs/spring-restdocs-mockmvc,org.springframework.restdocs/spring-restdocs-mockmvc/1.1.3.RELEASE
org.springframework.restdocs/spring-restdocs-restassured,org.springframework.restdocs/spring-restdocs-restassured/1.1.3.RELEASE
org.springframework.retry/spring-retry,org.springframework.retry/spring-retry/1.2.2.RELEASE
org.springframework.security/spring-security-bom,org.springframework.security/spring-security-bom/4.2.5.RELEASE
org.springframework.security/spring-security-jwt,org.springframework.security/spring-security-jwt/1.0.9.RELEASE
org.springframework.security.oauth/spring-security-oauth,org.springframework.security.oauth/spring-security-oauth/2.0.14.RELEASE
org.springframework.security.oauth/spring-security-oauth2,org.springframework.security.oauth/spring-security-oauth2/2.0.14.RELEASE
org.springframework.session/spring-session,org.springframework.session/spring-session/1.3.2.RELEASE
org.springframework.session/spring-session-data-gemfire,org.springframework.session/spring-session-data-gemfire/1.3.2.RELEASE
org.springframework.session/spring-session-data-mongo,org.springframework.session/spring-session-data-mongo/1.3.2.RELEASE
org.springframework.session/spring-session-hazelcast,org.springframework.session/spring-session-hazelcast/1.3.2.RELEASE
org.springframework.session/spring-session-jdbc,org.springframework.session/spring-session-jdbc/1.3.2.RELEASE
org.springframework.session/spring-session-data-redis,org.springframework.session/spring-session-data-redis/1.3.2.RELEASE
org.springframework.social/spring-social-config,org.springframework.social/spring-social-config/1.1.6.RELEASE
org.springframework.social/spring-social-core,org.springframework.social/spring-social-core/1.1.6.RELEASE
org.springframework.social/spring-social-security,org.springframework.social/spring-social-security/1.1.6.RELEASE
org.springframework.social/spring-social-web,org.springframework.social/spring-social-web/1.1.6.RELEASE
org.springframework.social/spring-social-facebook,org.springframework.social/spring-social-facebook/2.0.3.RELEASE
org.springframework.social/spring-social-facebook-web,org.springframework.social/spring-social-facebook-web/2.0.3.RELEASE
org.springframework.social/spring-social-linkedin,org.springframework.social/spring-social-linkedin/1.0.2.RELEASE
org.springframework.social/spring-social-twitter,org.springframework.social/spring-social-twitter/1.1.2.RELEASE
org.springframework.ws/spring-ws-core,org.springframework.ws/spring-ws-core/2.4.2.RELEASE
org.springframework.ws/spring-ws-security,org.springframework.ws/spring-ws-security/2.4.2.RELEASE
org.springframework.ws/spring-ws-support,org.springframework.ws/spring-ws-support/2.4.2.RELEASE
org.springframework.ws/spring-ws-test,org.springframework.ws/spring-ws-test/2.4.2.RELEASE
org.thymeleaf/thymeleaf,org.thymeleaf/thymeleaf/2.1.6.RELEASE
org.thymeleaf/thymeleaf-spring4,org.thymeleaf/thymeleaf-spring4/2.1.6.RELEASE
org.thymeleaf.extras/thymeleaf-extras-conditionalcomments,org.thymeleaf.extras/thymeleaf-extras-conditionalcomments/2.1.2.RELEASE
org.thymeleaf.extras/thymeleaf-extras-java8time,org.thymeleaf.extras/thymeleaf-extras-java8time/2.1.0.RELEASE
org.thymeleaf.extras/thymeleaf-extras-springsecurity4,org.thymeleaf.extras/thymeleaf-extras-springsecurity4/2.1.3.RELEASE
org.webjars/hal-browser,org.webjars/hal-browser/9f96c74
org.webjars/webjars-locator,org.webjars/webjars-locator/0.32-1
org.xerial/sqlite-jdbc,org.xerial/sqlite-jdbc/3.15.1
org.yaml/snakeyaml,org.yaml/snakeyaml/1.17
redis.clients/jedis,redis.clients/jedis/2.9.0
wsdl4j/wsdl4j,wsdl4j/wsdl4j/1.6.3
xml-apis/xml-apis,xml-apis/xml-apis/1.4.01
