com.android.support/support-annotations,com.android.support/support-annotations/23.0.0
com.google.auto/auto-common,com.google.auto/auto-common/0.8
com.google.guava/guava,com.google.guava/guava/21.0
com.squareup/javapoet,com.squareup/javapoet/1.8.0
com.uber/rave,com.uber/rave/1.0.1
com.google.auto.service/auto-service,com.google.auto.service/auto-service/1.0-rc3
com.google.android/android,com.google.android/android/4.1.1.4
com.google.testing.compile/compile-testing,com.google.testing.compile/compile-testing/0.10
com.uber/rave-test,com.uber/rave-test/1.0.1
org.assertj/assertj-core,org.assertj/assertj-core/3.6.2
org.mockito/mockito-core,org.mockito/mockito-core/2.7.12
org.slf4j/slf4j-api,org.slf4j/slf4j-api/1.7.24
