com.squareup/javapoet,com.squareup/javapoet/1.9.0
com.google.auto.service/auto-service,com.google.auto.service/auto-service/1.0-rc3
com.google.code.gson/gson,com.google.code.gson/gson/2.8.1
me.aflak.libraries/filter-annotation,me.aflak.libraries/filter-annotation/1.2
