org.apache.jclouds/jclouds-compute,com.google.auto.service/auto-service,org.apache.jclouds/jclouds-scriptbuilder,org.apache.jclouds/jclouds-core
org.apache.jclouds.driver/jclouds-sshj,com.hierynomus/sshj,com.jcraft/jsch.agentproxy.sshj,com.jcraft/jsch.agentproxy.connector-factory,org.apache.jclouds/jclouds-compute,org.apache.jclouds/jclouds-core,org.apache.jclouds.driver/jclouds-slf4j,org.apache.jclouds.driver/jclouds-bouncycastle,ch.qos.logback/logback-classic
